,workerid,utterance,response,context,sentence_type,language,comments,dimension,valence,slide_number
463,9,short,0.31,regular,coll,English,,height,neg,7
464,9,short,0.71,regular,dist,English,,height,neg,7
465,9,thick,0.52,regular,dist,English,,width,pos,8
466,9,thick,0.8,regular,coll,English,,width,pos,8
467,9,thin,0.78,regular,coll,English,,width,neg,9
468,9,thin,0.19,regular,dist,English,,width,neg,9
469,9,low,0.27,regular,dist,English,,height,neg,10
470,9,low,0.29,regular,coll,English,,height,neg,10
471,9,high,0.66,regular,coll,English,,height,pos,11
472,9,high,0.53,regular,dist,English,,height,pos,11
473,9,tall,0.53,regular,dist,English,,height,pos,12
474,9,tall,0.76,regular,coll,English,,height,pos,12
475,9,small,0.28,regular,coll,English,,size,neg,13
476,9,small,0.81,regular,dist,English,,size,neg,13
477,9,skinny,0.67,regular,dist,English,,width,neg,14
478,9,skinny,0.3,regular,coll,English,,width,neg,14
479,9,full,0.58,regular,dist,English,,capacity,pos,15
480,9,full,0.76,regular,coll,English,,capacity,pos,15
481,9,huge,0.25,regular,coll,English,,size,pos,16
482,9,huge,0.94,regular,dist,English,,size,pos,16
483,9,little,0.79,regular,dist,English,,size,neg,17
484,9,little,0.08,regular,coll,English,,size,neg,17
485,9,humongous,0.18,regular,dist,English,,size,pos,18
486,9,humongous,0.92,regular,coll,English,,size,pos,18
487,9,tiny,0.91,regular,coll,English,,size,neg,19
488,9,tiny,0.19,regular,dist,English,,size,neg,19
489,9,mini,0.82,regular,dist,English,,size,neg,20
490,9,mini,0.21,regular,coll,English,,size,neg,20
491,9,lengthy,0.59,regular,dist,English,,length,pos,21
492,9,lengthy,0.59,regular,coll,English,,length,pos,21
493,9,wide,0.25,regular,dist,English,,width,pos,22
494,9,wide,0.88,regular,coll,English,,width,pos,22
495,9,heavy,0.19,regular,coll,English,,weight,pos,23
496,9,heavy,0.89,regular,dist,English,,weight,pos,23
497,9,slight,0.84,regular,coll,English,,size,neg,24
498,9,slight,0.15,regular,dist,English,,size,neg,24
499,9,flat,0.34,regular,dist,English,,height,neg,25
500,9,flat,0.8,regular,coll,English,,height,neg,25
501,10,thick,0.21,random,dist,English,,width,pos,1
502,10,thick,0.78,random,coll,English,,width,pos,1
503,10,big,0.61,random,coll,English,,size,pos,2
504,10,big,0.45,random,dist,English,,size,pos,2
505,10,mini,0.83,random,dist,English,,size,neg,3
506,10,mini,0.13,random,coll,English,,size,neg,3
507,10,narrow,0.22,random,coll,English,,width,neg,4
508,10,narrow,0.78,random,dist,English,,width,neg,4
509,10,fat,0.79,random,coll,English,,width,pos,5
510,10,fat,0.23,random,dist,English,,width,pos,5
511,10,slight,0.21,random,coll,English,,size,neg,6
512,10,slight,0.81,random,dist,English,,size,neg,6
513,10,low,0.81,random,dist,English,,height,neg,7
514,10,low,0.13,random,coll,English,,height,neg,7
515,10,skinny,0.19,random,coll,English,,width,neg,8
516,10,skinny,0.84,random,dist,English,,width,neg,8
517,10,small,0.1,random,coll,English,,size,neg,9
518,10,small,0.86,random,dist,English,,size,neg,9
519,10,large,0.79,random,coll,English,,size,pos,10
520,10,large,0.18,random,dist,English,,size,pos,10
521,10,deep,0.12,random,dist,English,,depth,pos,11
522,10,deep,0.81,random,coll,English,,depth,pos,11
523,10,tall,0.84,random,coll,English,,height,pos,12
524,10,tall,0.08,random,dist,English,,height,pos,12
525,10,huge,0.89,random,coll,English,,size,pos,13
526,10,huge,0.12,random,dist,English,,size,pos,13
527,10,flat,0.9,random,dist,English,,height,neg,14
528,10,flat,0.09,random,coll,English,,height,neg,14
529,10,long,0.85,random,dist,English,,length,pos,15
530,10,long,0.11,random,coll,English,,length,pos,15
531,10,humongous,0.12,random,dist,English,,size,pos,16
532,10,humongous,0.85,random,coll,English,,size,pos,16
533,10,little,0.87,random,dist,English,,size,neg,17
534,10,little,0.09,random,coll,English,,size,neg,17
535,10,tiny,0.08,random,coll,English,,size,neg,18
536,10,tiny,0.89,random,dist,English,,size,neg,18
537,10,lengthy,0.08,random,dist,English,,length,pos,19
538,10,lengthy,0.89,random,coll,English,,length,pos,19
539,10,wide,0.08,random,coll,English,,width,pos,20
540,10,wide,0.89,random,dist,English,,width,pos,20
541,10,heavy,0.1,random,dist,English,,weight,pos,21
542,10,heavy,0.91,random,coll,English,,weight,pos,21
543,10,full,0.06,random,coll,English,,capacity,pos,22
544,10,full,0.91,random,dist,English,,capacity,pos,22
545,10,thin,0.08,random,coll,English,,width,neg,23
546,10,thin,0.91,random,dist,English,,width,neg,23
547,10,short,0.92,random,dist,English,,height,neg,24
548,10,short,0.07,random,coll,English,,height,neg,24
549,10,high,0.05,random,dist,English,,height,pos,25
550,10,high,0.89,random,coll,English,,height,pos,25
551,11,little,0.64,regular,coll,English,,size,neg,1
552,11,little,0.75,regular,dist,English,,size,neg,1
553,11,skinny,0.65,regular,dist,English,,width,neg,2
554,11,skinny,0.68,regular,coll,English,,width,neg,2
555,11,short,0.73,regular,dist,English,,height,neg,3
556,11,short,0.81,regular,coll,English,,height,neg,3
557,11,large,0.73,regular,coll,English,,size,pos,4
558,11,large,0.7,regular,dist,English,,size,pos,4
559,11,deep,0.71,regular,dist,English,,depth,pos,5
560,11,deep,0.72,regular,coll,English,,depth,pos,5
561,11,small,0.84,regular,coll,English,,size,neg,6
562,11,small,0.7,regular,dist,English,,size,neg,6
563,11,long,0.71,regular,dist,English,,length,pos,7
564,11,long,0.56,regular,coll,English,,length,pos,7
565,11,humongous,0.72,regular,coll,English,,size,pos,8
566,11,humongous,0.72,regular,dist,English,,size,pos,8
567,11,thick,0.72,regular,dist,English,,width,pos,9
568,11,thick,0.67,regular,coll,English,,width,pos,9
569,11,lengthy,0.62,regular,coll,English,,length,pos,10
570,11,lengthy,0.59,regular,dist,English,,length,pos,10
571,11,tall,0.72,regular,coll,English,,height,pos,11
572,11,tall,0.6,regular,dist,English,,height,pos,11
573,11,mini,0.72,regular,dist,English,,size,neg,12
574,11,mini,0.66,regular,coll,English,,size,neg,12
575,11,huge,0.68,regular,coll,English,,size,pos,13
576,11,huge,0.63,regular,dist,English,,size,pos,13
577,11,low,0.71,regular,coll,English,,height,neg,14
578,11,low,0.74,regular,dist,English,,height,neg,14
579,11,full,0.66,regular,coll,English,,capacity,pos,15
580,11,full,0.76,regular,dist,English,,capacity,pos,15
581,11,slight,0.67,regular,dist,English,,size,neg,16
582,11,slight,0.73,regular,coll,English,,size,neg,16
583,11,heavy,0.65,regular,dist,English,,weight,pos,17
584,11,heavy,0.63,regular,coll,English,,weight,pos,17
585,11,wide,0.72,regular,dist,English,,width,pos,18
586,11,wide,0.61,regular,coll,English,,width,pos,18
587,11,big,0.7,regular,coll,English,,size,pos,19
588,11,big,0.63,regular,dist,English,,size,pos,19
589,11,flat,0.77,regular,coll,English,,height,neg,20
590,11,flat,0.79,regular,dist,English,,height,neg,20
591,11,tiny,0.72,regular,coll,English,,size,neg,21
592,11,tiny,0.79,regular,dist,English,,size,neg,21
593,11,fat,0.78,regular,dist,English,,width,pos,22
594,11,fat,0.83,regular,coll,English,,width,pos,22
595,11,high,0.73,regular,dist,English,,height,pos,23
596,11,high,0.7,regular,coll,English,,height,pos,23
597,11,narrow,0.69,regular,coll,English,,width,neg,24
598,11,narrow,0.78,regular,dist,English,,width,neg,24
599,11,thin,0.7,regular,dist,English,,width,neg,25
600,11,thin,0.85,regular,coll,English,,width,neg,25
601,12,thick,0.31,regular,dist,english,,width,pos,1
602,12,thick,0.89,regular,coll,english,,width,pos,1
603,12,high,0.85,regular,coll,english,,height,pos,2
604,12,high,0.27,regular,dist,english,,height,pos,2
605,12,wide,0.83,regular,coll,english,,width,pos,3
606,12,wide,0.25,regular,dist,english,,width,pos,3
607,12,slight,0.85,regular,coll,english,,size,neg,4
608,12,slight,0.29,regular,dist,english,,size,neg,4
609,12,big,0.83,regular,coll,english,,size,pos,5
610,12,big,0.29,regular,dist,english,,size,pos,5
611,12,flat,0.16,regular,coll,english,,height,neg,6
612,12,flat,0.68,regular,dist,english,,height,neg,6
613,12,skinny,0.25,regular,coll,english,,width,neg,7
614,12,skinny,0.69,regular,dist,english,,width,neg,7
615,12,huge,0.82,regular,coll,english,,size,pos,8
616,12,huge,0.12,regular,dist,english,,size,pos,8
617,12,large,0.8,regular,dist,english,,size,pos,9
618,12,large,0.16,regular,coll,english,,size,pos,9
619,12,mini,0.2,regular,dist,english,,size,neg,10
620,12,mini,0.66,regular,coll,english,,size,neg,10
621,12,narrow,0.19,regular,dist,english,,width,neg,11
622,12,narrow,0.73,regular,coll,english,,width,neg,11
623,12,short,0.19,regular,coll,english,,height,neg,12
624,12,short,0.24,regular,dist,english,,height,neg,12
625,12,full,0.8,regular,dist,english,,capacity,pos,13
626,12,full,0.19,regular,coll,english,,capacity,pos,13
627,12,deep,0.75,regular,coll,english,,depth,pos,14
628,12,deep,0.23,regular,dist,english,,depth,pos,14
629,12,thin,0.15,regular,coll,english,,width,neg,15
630,12,thin,0.56,regular,dist,english,,width,neg,15
631,12,lengthy,0.18,regular,coll,english,,length,pos,16
632,12,lengthy,0.68,regular,dist,english,,length,pos,16
633,12,low,0.21,regular,dist,english,,height,neg,17
634,12,low,0.22,regular,coll,english,,height,neg,17
635,12,long,0.19,regular,coll,english,,length,pos,18
636,12,long,0.76,regular,dist,english,,length,pos,18
637,12,heavy,0.17,regular,dist,english,,weight,pos,19
638,12,heavy,0.77,regular,coll,english,,weight,pos,19
639,12,fat,0.77,regular,dist,english,,width,pos,20
640,12,fat,0.25,regular,coll,english,,width,pos,20
641,12,tall,0.86,regular,coll,english,,height,pos,21
642,12,tall,0.21,regular,dist,english,,height,pos,21
643,12,small,0.75,regular,dist,english,,size,neg,22
644,12,small,0.18,regular,coll,english,,size,neg,22
645,12,humongous,0.75,regular,coll,english,,size,pos,23
646,12,humongous,0.14,regular,dist,english,,size,pos,23
647,12,little,0.79,regular,dist,english,,size,neg,24
648,12,little,0.23,regular,coll,english,,size,neg,24
649,12,tiny,0.82,regular,dist,english,,size,neg,25
650,12,tiny,0.25,regular,coll,english,,size,neg,25
651,13,big,0.02,regular,coll,english,,size,pos,1
652,13,big,0.96,regular,dist,english,,size,pos,1
653,13,mini,0.97,regular,dist,english,,size,neg,2
654,13,mini,0.06,regular,coll,english,,size,neg,2
655,13,wide,0.03,regular,coll,english,,width,pos,3
656,13,wide,0.95,regular,dist,english,,width,pos,3
657,13,high,0.66,regular,coll,english,,height,pos,4
658,13,high,0.49,regular,dist,english,,height,pos,4
659,13,full,0.13,regular,dist,english,,capacity,pos,5
660,13,full,0.99,regular,coll,english,,capacity,pos,5
661,13,long,0.51,regular,coll,english,,length,pos,6
662,13,long,0.49,regular,dist,english,,length,pos,6
663,13,low,0.91,regular,coll,english,,height,neg,7
664,13,low,0.12,regular,dist,english,,height,neg,7
665,13,humongous,0.03,regular,coll,english,,size,pos,8
666,13,humongous,0.97,regular,dist,english,,size,pos,8
667,13,skinny,0.24,regular,coll,english,,width,neg,9
668,13,skinny,0.91,regular,dist,english,,width,neg,9
669,13,large,0.05,regular,coll,english,,size,pos,10
670,13,large,0.99,regular,dist,english,,size,pos,10
671,13,tall,0.17,regular,coll,english,,height,pos,11
672,13,tall,0.74,regular,dist,english,,height,pos,11
673,13,huge,0.98,regular,dist,english,,size,pos,12
674,13,huge,0.1,regular,coll,english,,size,pos,12
675,13,tiny,0.14,regular,coll,english,,size,neg,13
676,13,tiny,0.96,regular,dist,english,,size,neg,13
677,13,thin,0.09,regular,coll,english,,width,neg,14
678,13,thin,0.92,regular,dist,english,,width,neg,14
679,13,small,0.04,regular,coll,english,,size,neg,15
680,13,small,0.94,regular,dist,english,,size,neg,15
681,13,narrow,0.08,regular,coll,english,,width,neg,16
682,13,narrow,0.93,regular,dist,english,,width,neg,16
683,13,lengthy,0.53,regular,dist,english,,length,pos,17
684,13,lengthy,0.53,regular,coll,english,,length,pos,17
685,13,thick,0.07,regular,coll,english,,width,pos,18
686,13,thick,0.89,regular,dist,english,,width,pos,18
687,13,slight,0.09,regular,coll,english,,size,neg,19
688,13,slight,0.87,regular,dist,english,,size,neg,19
689,13,flat,0.52,regular,coll,english,,height,neg,20
690,13,flat,0.51,regular,dist,english,,height,neg,20
691,13,heavy,0.52,regular,coll,english,,weight,pos,21
692,13,heavy,0.52,regular,dist,english,,weight,pos,21
693,13,little,0.81,regular,dist,english,,size,neg,22
694,13,little,0.14,regular,coll,english,,size,neg,22
695,13,deep,0.48,regular,coll,english,,depth,pos,23
696,13,deep,0.46,regular,dist,english,,depth,pos,23
697,13,short,0.92,regular,dist,english,,height,neg,24
698,13,short,0.11,regular,coll,english,,height,neg,24
699,13,fat,0.83,regular,dist,english,,width,pos,25
700,13,fat,0.09,regular,coll,english,,width,pos,25
701,14,short,0.37,regular,dist,English,"That was fun, thanks!",height,neg,1
702,14,short,0.69,regular,coll,English,"That was fun, thanks!",height,neg,1
703,14,tall,0.85,regular,dist,English,"That was fun, thanks!",height,pos,2
704,14,tall,0.18,regular,coll,English,"That was fun, thanks!",height,pos,2
705,14,heavy,0.59,regular,coll,English,"That was fun, thanks!",weight,pos,3
706,14,heavy,0.84,regular,dist,English,"That was fun, thanks!",weight,pos,3
707,14,skinny,0.92,regular,dist,English,"That was fun, thanks!",width,neg,4
708,14,skinny,0.06,regular,coll,English,"That was fun, thanks!",width,neg,4
709,14,high,0.04,regular,dist,English,"That was fun, thanks!",height,pos,5
710,14,high,0.95,regular,coll,English,"That was fun, thanks!",height,pos,5
711,14,slight,0.07,regular,coll,English,"That was fun, thanks!",size,neg,6
712,14,slight,0.83,regular,dist,English,"That was fun, thanks!",size,neg,6
713,14,wide,0.9,regular,dist,English,"That was fun, thanks!",width,pos,7
714,14,wide,0.12,regular,coll,English,"That was fun, thanks!",width,pos,7
715,14,thin,0.95,regular,dist,English,"That was fun, thanks!",width,neg,8
716,14,thin,0.04,regular,coll,English,"That was fun, thanks!",width,neg,8
717,14,huge,0.96,regular,dist,English,"That was fun, thanks!",size,pos,9
718,14,huge,0.13,regular,coll,English,"That was fun, thanks!",size,pos,9
719,14,little,0.97,regular,dist,English,"That was fun, thanks!",size,neg,10
720,14,little,0,regular,coll,English,"That was fun, thanks!",size,neg,10
721,14,long,0,regular,coll,English,"That was fun, thanks!",length,pos,11
722,14,long,1,regular,dist,English,"That was fun, thanks!",length,pos,11
723,14,tiny,0.14,regular,coll,English,"That was fun, thanks!",size,neg,12
724,14,tiny,1,regular,dist,English,"That was fun, thanks!",size,neg,12
725,14,large,1,regular,dist,English,"That was fun, thanks!",size,pos,13
726,14,large,0.04,regular,coll,English,"That was fun, thanks!",size,pos,13
727,14,small,0.04,regular,coll,English,"That was fun, thanks!",size,neg,14
728,14,small,1,regular,dist,English,"That was fun, thanks!",size,neg,14
729,14,big,1,regular,dist,English,"That was fun, thanks!",size,pos,15
730,14,big,0.14,regular,coll,English,"That was fun, thanks!",size,pos,15
731,14,mini,1,regular,dist,English,"That was fun, thanks!",size,neg,16
732,14,mini,0.12,regular,coll,English,"That was fun, thanks!",size,neg,16
733,14,fat,0.06,regular,coll,English,"That was fun, thanks!",width,pos,17
734,14,fat,1,regular,dist,English,"That was fun, thanks!",width,pos,17
735,14,narrow,1,regular,dist,English,"That was fun, thanks!",width,neg,18
736,14,narrow,0.09,regular,coll,English,"That was fun, thanks!",width,neg,18
737,14,low,1,regular,coll,English,"That was fun, thanks!",height,neg,19
738,14,low,0.06,regular,dist,English,"That was fun, thanks!",height,neg,19
739,14,flat,0.21,regular,coll,English,"That was fun, thanks!",height,neg,20
740,14,flat,1,regular,dist,English,"That was fun, thanks!",height,neg,20
741,14,lengthy,0.25,regular,dist,English,"That was fun, thanks!",length,pos,21
742,14,lengthy,0.75,regular,coll,English,"That was fun, thanks!",length,pos,21
743,14,humongous,0.23,regular,coll,English,"That was fun, thanks!",size,pos,22
744,14,humongous,0.98,regular,dist,English,"That was fun, thanks!",size,pos,22
745,14,thick,0.81,regular,dist,English,"That was fun, thanks!",width,pos,23
746,14,thick,0.6,regular,coll,English,"That was fun, thanks!",width,pos,23
747,14,full,0.08,regular,coll,English,"That was fun, thanks!",capacity,pos,24
748,14,full,1,regular,dist,English,"That was fun, thanks!",capacity,pos,24
749,14,deep,0.22,regular,coll,English,"That was fun, thanks!",depth,pos,25
750,14,deep,1,regular,dist,English,"That was fun, thanks!",depth,pos,25
751,15,narrow,0.51,random,coll,english,,width,neg,1
752,15,narrow,0.67,random,dist,english,,width,neg,1
753,15,long,0.2,random,coll,english,,length,pos,2
754,15,long,0.75,random,dist,english,,length,pos,2
755,15,skinny,0.27,random,coll,english,,width,neg,3
756,15,skinny,0.82,random,dist,english,,width,neg,3
757,15,flat,0.15,random,coll,english,,height,neg,4
758,15,flat,0.74,random,dist,english,,height,neg,4
759,15,deep,0.27,random,coll,english,,depth,pos,5
760,15,deep,0.84,random,dist,english,,depth,pos,5
761,15,short,0.47,random,dist,english,,height,neg,6
762,15,short,0.47,random,coll,english,,height,neg,6
763,15,fat,0.63,random,dist,english,,width,pos,7
764,15,fat,0.35,random,coll,english,,width,pos,7
765,15,tall,0.29,random,coll,english,,height,pos,8
766,15,tall,0.78,random,dist,english,,height,pos,8
767,15,little,0.47,random,coll,english,,size,neg,9
768,15,little,0.67,random,dist,english,,size,neg,9
769,15,mini,0.29,random,coll,english,,size,neg,10
770,15,mini,0.66,random,dist,english,,size,neg,10
771,15,big,0.56,random,dist,english,,size,pos,11
772,15,big,0.56,random,coll,english,,size,pos,11
773,15,small,0.7,random,dist,english,,size,neg,12
774,15,small,0.19,random,coll,english,,size,neg,12
775,15,slight,0.55,random,dist,english,,size,neg,13
776,15,slight,0.4,random,coll,english,,size,neg,13
777,15,heavy,0.49,random,coll,english,,weight,pos,14
778,15,heavy,0.49,random,dist,english,,weight,pos,14
779,15,large,0.52,random,dist,english,,size,pos,15
780,15,large,0.52,random,coll,english,,size,pos,15
781,15,full,0.76,random,dist,english,,capacity,pos,16
782,15,full,0.1,random,coll,english,,capacity,pos,16
783,15,wide,0.49,random,coll,english,,width,pos,17
784,15,wide,0.49,random,dist,english,,width,pos,17
785,15,high,0.26,random,dist,english,,height,pos,18
786,15,high,0.76,random,coll,english,,height,pos,18
787,15,tiny,0.3,random,coll,english,,size,neg,19
788,15,tiny,0.58,random,dist,english,,size,neg,19
789,15,thick,0.3,random,coll,english,,width,pos,20
790,15,thick,0.62,random,dist,english,,width,pos,20
791,15,humongous,0.44,random,dist,english,,size,pos,21
792,15,humongous,0.57,random,coll,english,,size,pos,21
793,15,huge,0.57,random,dist,english,,size,pos,22
794,15,huge,0.58,random,coll,english,,size,pos,22
795,15,lengthy,0.34,random,coll,english,,length,pos,23
796,15,lengthy,0.66,random,dist,english,,length,pos,23
797,15,low,0.28,random,dist,english,,height,neg,24
798,15,low,0.64,random,coll,english,,height,neg,24
799,15,thin,0.64,random,dist,english,,width,neg,25
800,15,thin,0.31,random,coll,english,,width,neg,25
801,16,thick,0.02,regular,coll,English,,width,pos,1
802,16,thick,0.99,regular,dist,English,,width,pos,1
803,16,low,0.01,regular,coll,English,,height,neg,2
804,16,low,0.98,regular,dist,English,,height,neg,2
805,16,huge,0.99,regular,dist,English,,size,pos,3
806,16,huge,0.01,regular,coll,English,,size,pos,3
807,16,wide,0.99,regular,dist,English,,width,pos,4
808,16,wide,0,regular,coll,English,,width,pos,4
809,16,heavy,0.98,regular,dist,English,,weight,pos,5
810,16,heavy,0.02,regular,coll,English,,weight,pos,5
811,16,humongous,0.03,regular,coll,English,,size,pos,6
812,16,humongous,0.97,regular,dist,English,,size,pos,6
813,16,full,0.96,regular,dist,English,,capacity,pos,7
814,16,full,0.01,regular,coll,English,,capacity,pos,7
815,16,long,0.01,regular,coll,English,,length,pos,8
816,16,long,0.97,regular,dist,English,,length,pos,8
817,16,narrow,0,regular,coll,English,,width,neg,9
818,16,narrow,0.97,regular,dist,English,,width,neg,9
819,16,thin,0.01,regular,coll,English,,width,neg,10
820,16,thin,0.97,regular,dist,English,,width,neg,10
821,16,deep,1,regular,dist,English,,depth,pos,11
822,16,deep,0.03,regular,coll,English,,depth,pos,11
823,16,mini,0.98,regular,dist,English,,size,neg,12
824,16,mini,0.01,regular,coll,English,,size,neg,12
825,16,little,0.99,regular,dist,English,,size,neg,13
826,16,little,0.03,regular,coll,English,,size,neg,13
827,16,big,0.97,regular,dist,English,,size,pos,14
828,16,big,0.04,regular,coll,English,,size,pos,14
829,16,tall,0.99,regular,dist,English,,height,pos,15
830,16,tall,0.03,regular,coll,English,,height,pos,15
831,16,skinny,0.99,regular,dist,English,,width,neg,16
832,16,skinny,0.02,regular,coll,English,,width,neg,16
833,16,high,0.96,regular,coll,English,,height,pos,17
834,16,high,0.02,regular,dist,English,,height,pos,17
835,16,fat,0.97,regular,dist,English,,width,pos,18
836,16,fat,0.02,regular,coll,English,,width,pos,18
837,16,small,0.01,regular,coll,English,,size,neg,19
838,16,small,0.98,regular,dist,English,,size,neg,19
839,16,tiny,0.98,regular,dist,English,,size,neg,20
840,16,tiny,0.02,regular,coll,English,,size,neg,20
841,16,slight,0,regular,coll,English,,size,neg,21
842,16,slight,1,regular,dist,English,,size,neg,21
843,16,large,0.02,regular,coll,English,,size,pos,22
844,16,large,0.99,regular,dist,English,,size,pos,22
845,16,flat,0.77,regular,dist,English,,height,neg,23
846,16,flat,0.35,regular,coll,English,,height,neg,23
847,16,short,0.99,regular,dist,English,,height,neg,24
848,16,short,0,regular,coll,English,,height,neg,24
849,16,lengthy,0,regular,coll,English,,length,pos,25
850,16,lengthy,0.97,regular,dist,English,,length,pos,25
851,17,little,0.78,regular,dist,English,none,size,neg,1
852,17,little,0.01,regular,coll,English,none,size,neg,1
853,17,small,0.02,regular,coll,English,none,size,neg,2
854,17,small,0.87,regular,dist,English,none,size,neg,2
855,17,heavy,0.98,regular,coll,English,none,weight,pos,3
856,17,heavy,0.09,regular,dist,English,none,weight,pos,3
857,17,big,0.98,regular,coll,English,none,size,pos,4
858,17,big,0.02,regular,dist,English,none,size,pos,4
859,17,humongous,0.01,regular,dist,English,none,size,pos,5
860,17,humongous,0.41,regular,coll,English,none,size,pos,5
861,17,large,0.02,regular,dist,English,none,size,pos,6
862,17,large,0.71,regular,coll,English,none,size,pos,6
863,17,low,0.01,regular,coll,English,none,height,neg,7
864,17,low,0.03,regular,dist,English,none,height,neg,7
865,17,tall,0.04,regular,dist,English,none,height,pos,8
866,17,tall,0.45,regular,coll,English,none,height,pos,8
867,17,long,0.02,regular,dist,English,none,length,pos,9
868,17,long,0.03,regular,coll,English,none,length,pos,9
869,17,slight,0.57,regular,dist,English,none,size,neg,10
870,17,slight,0.47,regular,coll,English,none,size,neg,10
871,17,flat,0.84,regular,coll,English,none,height,neg,11
872,17,flat,0.81,regular,dist,English,none,height,neg,11
873,17,short,0.15,regular,coll,English,none,height,neg,12
874,17,short,0.48,regular,dist,English,none,height,neg,12
875,17,fat,0.16,regular,dist,English,none,width,pos,13
876,17,fat,0.13,regular,coll,English,none,width,pos,13
877,17,narrow,0.57,regular,dist,English,none,width,neg,14
878,17,narrow,0.44,regular,coll,English,none,width,neg,14
879,17,skinny,0.57,regular,coll,English,none,width,neg,15
880,17,skinny,0.48,regular,dist,English,none,width,neg,15
881,17,deep,0.12,regular,coll,English,none,depth,pos,16
882,17,deep,0.28,regular,dist,English,none,depth,pos,16
883,17,tiny,0.63,regular,dist,English,none,size,neg,17
884,17,tiny,0.12,regular,coll,English,none,size,neg,17
885,17,thick,0.12,regular,coll,English,none,width,pos,18
886,17,thick,0.12,regular,dist,English,none,width,pos,18
887,17,wide,0.1,regular,coll,English,none,width,pos,19
888,17,wide,0.09,regular,dist,English,none,width,pos,19
889,17,full,0.76,regular,coll,English,none,capacity,pos,20
890,17,full,0.79,regular,dist,English,none,capacity,pos,20
891,17,mini,0.66,regular,dist,English,none,size,neg,21
892,17,mini,0.34,regular,coll,English,none,size,neg,21
893,17,high,0.05,regular,dist,English,none,height,pos,22
894,17,high,0.45,regular,coll,English,none,height,pos,22
895,17,thin,0.61,regular,coll,English,none,width,neg,23
896,17,thin,0.48,regular,dist,English,none,width,neg,23
897,17,huge,0.08,regular,dist,English,none,size,pos,24
898,17,huge,0.08,regular,coll,English,none,size,pos,24
899,17,lengthy,0.15,regular,coll,English,none,length,pos,25
900,17,lengthy,0.08,regular,dist,English,none,length,pos,25
901,18,skinny,0.89,regular,coll,ENGLISH,,width,neg,1
902,18,skinny,0.16,regular,dist,ENGLISH,,width,neg,1
903,18,long,0.84,regular,coll,ENGLISH,,length,pos,2
904,18,long,0.16,regular,dist,ENGLISH,,length,pos,2
905,18,full,0.54,regular,coll,ENGLISH,,capacity,pos,3
906,18,full,0.54,regular,dist,ENGLISH,,capacity,pos,3
907,18,heavy,0.87,regular,coll,ENGLISH,,weight,pos,4
908,18,heavy,0.74,regular,dist,ENGLISH,,weight,pos,4
909,18,flat,0.2,regular,coll,ENGLISH,,height,neg,5
910,18,flat,0.78,regular,dist,ENGLISH,,height,neg,5
911,18,small,0.61,regular,coll,ENGLISH,,size,neg,6
912,18,small,0.52,regular,dist,ENGLISH,,size,neg,6
913,18,high,0.87,regular,coll,ENGLISH,,height,pos,7
914,18,high,0.22,regular,dist,ENGLISH,,height,pos,7
915,18,mini,0.36,regular,dist,ENGLISH,,size,neg,8
916,18,mini,0.82,regular,coll,ENGLISH,,size,neg,8
917,18,big,0.75,regular,coll,ENGLISH,,size,pos,9
918,18,big,0.21,regular,dist,ENGLISH,,size,pos,9
919,18,tiny,0.24,regular,coll,ENGLISH,,size,neg,10
920,18,tiny,0.71,regular,dist,ENGLISH,,size,neg,10
921,18,short,0.19,regular,coll,ENGLISH,,height,neg,11
922,18,short,0.88,regular,dist,ENGLISH,,height,neg,11
923,18,thin,0.98,regular,coll,ENGLISH,,width,neg,12
924,18,thin,0.05,regular,dist,ENGLISH,,width,neg,12
925,18,slight,0.54,regular,coll,ENGLISH,,size,neg,13
926,18,slight,0.56,regular,dist,ENGLISH,,size,neg,13
927,18,lengthy,0.97,regular,coll,ENGLISH,,length,pos,14
928,18,lengthy,0.21,regular,dist,ENGLISH,,length,pos,14
929,18,narrow,0.88,regular,coll,ENGLISH,,width,neg,15
930,18,narrow,0.18,regular,dist,ENGLISH,,width,neg,15
931,18,deep,0.54,regular,coll,ENGLISH,,depth,pos,16
932,18,deep,0.55,regular,dist,ENGLISH,,depth,pos,16
933,18,thick,0.12,regular,dist,ENGLISH,,width,pos,17
934,18,thick,0.86,regular,coll,ENGLISH,,width,pos,17
935,18,huge,0.17,regular,dist,ENGLISH,,size,pos,18
936,18,huge,0.89,regular,coll,ENGLISH,,size,pos,18
937,18,low,0.17,regular,dist,ENGLISH,,height,neg,19
938,18,low,0.85,regular,coll,ENGLISH,,height,neg,19
939,18,large,0.14,regular,dist,ENGLISH,,size,pos,20
940,18,large,0.83,regular,coll,ENGLISH,,size,pos,20
941,18,wide,0.18,regular,dist,ENGLISH,,width,pos,21
942,18,wide,0.85,regular,coll,ENGLISH,,width,pos,21
943,18,humongous,0.82,regular,coll,ENGLISH,,size,pos,22
944,18,humongous,0.15,regular,dist,ENGLISH,,size,pos,22
945,18,little,0.88,regular,dist,ENGLISH,,size,neg,23
946,18,little,0.21,regular,coll,ENGLISH,,size,neg,23
947,18,tall,1,regular,coll,ENGLISH,,height,pos,24
948,18,tall,0.08,regular,dist,ENGLISH,,height,pos,24
949,18,fat,0,regular,coll,ENGLISH,,width,pos,25
950,18,fat,0.79,regular,dist,ENGLISH,,width,pos,25
951,19,big,1,regular,dist,English ,,size,pos,1
952,19,big,0.47,regular,coll,English ,,size,pos,1
953,19,huge,1,regular,dist,English ,,size,pos,2
